Disease ID,Disease Name,Recall-at-100,NDCG-at-100,Recall-at-25,NDCG-at-25,Recall-at-10,NDCG-at-10,AUROC,Mean Average Precision,MRR,Fmax,AUPRC,Ranks,Nodes
GO:1903708,positive regulation of hemopoiesis,0.05,0.01800163316292343,0.0,0.0,0.0,0.0,0.3782826826382727,0.00221935880497611,0.0014173098730174967,0.014695313750016408,0.0015173753639942983,4513.794871794872,3893.3076923076924
GO:0010634,positive regulation of epithelial cell migration,0.05,0.016569576576522953,0.05,0.016569576576522953,0.0,0.0,0.2967474664475486,0.0038931818851006155,0.00407938979795153,0.014149192589280893,0.0019908687532587096,5121.857142857143,4234.9047619047615
GO:0048678,response to axon injury,0.3,0.08616783630549926,0.15,0.05802792108518125,0.15,0.05802792108518125,0.506139690792174,0.029271650670989812,0.029260522474119106,0.06121983886010807,0.01465301345336736,3616.6428571428573,4035.214285714286
GO:0035108,limb morphogenesis,0.2125,0.09198012290772781,0.1,0.052819154034596326,0.025,0.017399493535254395,0.5855308573795389,0.01762113680936441,0.011055126533484335,0.08763049189186724,0.012196318781873584,3007.0,4152.125
GO:0002709,regulation of T cell mediated immunity,0.06666666666666667,0.02605798442784002,0.06666666666666667,0.02605798442784002,0.03333333333333333,0.014804095548293261,0.43749086006763555,0.006662125882295121,0.006474365342421427,0.029585153707110366,0.0034262507693804413,4090.448275862069,4426.862068965517
GO:0048853,forebrain morphogenesis,0.1,0.015117821092177644,0.0,0.0,0.0,0.0,0.42191986872692466,0.0012721492420643178,0.0012722017140180584,0.002523584568462975,0.0006360746210321589,4228.5,4123.7
GO:0017038,protein import,0.14166666666666666,0.047120315389119656,0.075,0.030025077558029765,0.025,0.011284514134893526,0.5598478091840468,0.00871129861815085,0.007906737319726367,0.043848764869412374,0.0047663123374799814,3233.9714285714285,3949.9714285714285
GO:0019217,regulation of fatty acid metabolic process,0.0,0.0,0.0,0.0,0.0,0.0,0.529538394774108,0.0006393577048106096,0.0004325295087972521,0.0016313640136071319,0.00042772764818150503,3547.769230769231,3890.8076923076924
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,0.0,0.0,0.0,0.0,0.0,0.0,0.6349172706139752,0.0010692944932726265,0.001071443706624758,0.0021369945219385698,0.0005346472466363132,2680.8,3684.3
GO:1903053,regulation of extracellular matrix organization,0.1,0.02,0.0,0.0,0.0,0.0,0.38517986595540965,0.003464280373865465,0.0034515309596522743,0.006781564105830545,0.0017424686438549674,4458.583333333333,4416.333333333333
GO:0050710,negative regulation of cytokine secretion,0.1,0.017458343004804495,0.0,0.0,0.0,0.0,0.5479690919037199,0.0025216179572248006,0.0025305889036258437,0.005006797156977022,0.0012642932991698917,3534.0,3874.181818181818
GO:0008016,regulation of heart contraction,0.06190476190476189,0.02385670395730844,0.016666666666666666,0.007001560573318605,0.0,0.0,0.4102092103710115,0.0039041161794901072,0.0028516356082044915,0.025606394758234802,0.0024806043260949514,4249.770491803279,3680.245901639344
GO:0060612,adipose tissue development,0.0,0.0,0.0,0.0,0.0,0.0,0.3780304067935899,0.0004982096075586361,0.0003842039430180838,0.0014426610238889557,0.00030708431307982184,4585.136363636364,4258.181818181818
GO:0002702,positive regulation of production of molecular mediator of immune response,0.045,0.016683544577421706,0.025,0.009550669086270785,0.0,0.0,0.44428782465301636,0.003202024754929886,0.0028203222236537037,0.019378934906901492,0.0017929876794165367,4037.6739130434785,3934.217391304348
GO:0055008,cardiac muscle tissue morphogenesis,0.09166666666666665,0.02418183253110817,0.03333333333333333,0.010374097460838267,0.0,0.0,0.5350115502493024,0.0035420621914679547,0.00313886775622963,0.01728226353507527,0.0019783030628348682,3336.6111111111113,4612.166666666667
GO:0030901,midbrain development,0.19999999999999998,0.06038556752682702,0.1,0.03631042432472671,0.03333333333333333,0.01564262420075855,0.5819623434786583,0.01257188325094086,0.01078273485346079,0.04516742149055167,0.007190284324859945,2908.310344827586,4344.517241379311
GO:0072329,monocarboxylic acid catabolic process,0.0,0.0,0.0,0.0,0.0,0.0,0.5944600328497126,0.0006045742450133262,0.0005238739264092401,0.0014398176179052607,0.0003563007511053768,3233.529411764706,3800.8823529411766
GO:0097191,extrinsic apoptotic signaling pathway,0.33499999999999996,0.15175209895513417,0.155,0.09968225401438105,0.095,0.07567113294510393,0.6753493404781533,0.049680809963629106,0.04249929243962951,0.12487789426321891,0.04104619723333422,2403.4222222222224,3887.7555555555555
GO:0051881,regulation of mitochondrial membrane potential,0.1,0.019450614377660585,0.0,0.0,0.0,0.0,0.6488057760744594,0.0033688256180483267,0.003154270108528962,0.009130997931503949,0.0017921281976214828,2921.5882352941176,3418.823529411765
GO:0045621,positive regulation of lymphocyte differentiation,0.025,0.007286537763060504,0.0,0.0,0.0,0.0,0.48108561220283086,0.0017186881683540485,0.0012662321630077821,0.008717734619496386,0.0010914211381282493,3821.6304347826085,3812.217391304348
GO:0031128,developmental induction,0.18333333333333332,0.041433353007443954,0.0,0.0,0.0,0.0,0.5125125570776257,0.004996957061473467,0.004867771621561494,0.019787333710180748,0.0025900166836591147,3562.1739130434785,4544.565217391304
GO:0009266,response to temperature stimulus,0.0,0.0,0.0,0.0,0.0,0.0,0.5788371030386108,0.0015989534224264302,0.0012669308897431714,0.005434319406041555,0.0009707768304443911,3219.3928571428573,4045.6785714285716
GO:0060479,lung cell differentiation,0.11666666666666665,0.0301846917909531,0.05,0.013749447131399728,0.0,0.0,0.5194863185784111,0.004404049290224573,0.004188662476985606,0.01795963366617611,0.002309806967455326,3406.3846153846152,4151.192307692308
GO:0065004,protein-DNA complex assembly,0.0,0.0,0.0,0.0,0.0,0.0,0.5332011486394093,0.001159390056147491,0.0012001078664743332,0.0023880630519578076,0.0005796950280737454,3429.5,3629.5
GO:0007018,microtubule-based movement,0.11428571428571428,0.12358675246568673,0.07142857142857142,0.10896821000358756,0.07142857142857142,0.10896821000358756,0.520462335513356,0.05666619781225758,0.05343970802065014,0.11058383940290221,0.051530697958107344,3492.676056338028,3715.225352112676
GO:0033032,regulation of myeloid cell apoptotic process,0.0,0.0,0.0,0.0,0.0,0.0,0.3732521548775482,0.0005669322401639103,0.0005070443174649162,0.0014897755974051384,0.00031555642587997076,4169.5,4569.357142857143
GO:0034470,ncRNA processing,0.15,0.037621371543662484,0.05,0.013203406128629544,0.0,0.0,0.7503114731653888,0.006477028892973437,0.006316566072847178,0.021362010655232015,0.0035530305442789097,1847.842105263158,3258.4736842105262
