Disease ID,Disease Name,Recall-at-100,NDCG-at-100,Recall-at-25,NDCG-at-25,Recall-at-10,NDCG-at-10,AUROC,Mean Average Precision,MRR,Fmax,AUPRC,Ranks,Nodes
GO:0019205,nucleobase-containing compound kinase activity,0.55,0.18525332596479238,0.35,0.13998504930227465,0.15,0.0828432917592324,0.7845382365231928,0.06092894489135988,0.057906185555796755,0.15277645835398196,0.03202091384973602,4641.9,7784.65
GO:0016879,"ligase activity, forming carbon-nitrogen bonds",0.18333333333333332,0.056994481898283725,0.08333333333333333,0.03252482410799544,0.05,0.02184074368181642,0.6881785106053568,0.013575207394619534,0.012788472657843811,0.0460723154838381,0.007182493446023901,6282.185185185185,8185.592592592592
GO:0042562,hormone binding,0.125,0.05670433358542718,0.08,0.04299432761200803,0.08,0.04299432761200803,0.8162350643916501,0.01609479643241861,0.01269110794836699,0.07063452105467839,0.009863072119414444,3971.375,3983.875
GO:0060090,molecular adaptor activity,0.021111111111111112,0.009488062817489132,0.01,0.005384556994058323,0.0,0.0,0.7084053919741583,0.0023496050544705347,0.0014263718853474582,0.015685993728724607,0.001636828017020614,6245.258064516129,8956.698924731183
GO:0019003,GDP binding,0.375,0.17592874639309314,0.19,0.12009561255468142,0.065,0.06911652301412516,0.9042233483658004,0.06000005300070312,0.04913165172906716,0.14773167975419735,0.04807415064286968,2110.4583333333335,7134.104166666667
GO:0008188,neuropeptide receptor activity,0.1,0.017458343004804495,0.0,0.0,0.0,0.0,0.8782200046414481,0.0029779128384768475,0.0029603659036796315,0.005981875928261637,0.00149773208093102,3117.9166666666665,7239.666666666667
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",0.16666666666666666,0.04593920401304831,0.03333333333333333,0.010105367325027379,0.0,0.0,0.8675632568366936,0.008590389946948539,0.006315356462646649,0.02953172295324713,0.005456109545210844,2918.5806451612902,5196.096774193548
GO:1901618,organic hydroxy compound transmembrane transporter activity,0.0,0.0,0.0,0.0,0.0,0.0,0.8331616077230113,0.0009762729447310353,0.0009691341668898018,0.0020008229026496744,0.000491706370980397,3643.181818181818,6945.818181818182
GO:0005112,Notch binding,0.15,0.09464805260987916,0.15,0.09464805260987916,0.15,0.09464805260987916,0.7063715704934775,0.06461029060074783,0.06458235540799785,0.09239420438307931,0.057319114521247404,6833.875,9884.1875
GO:0015101,organic cation transmembrane transporter activity,0.0,0.0,0.0,0.0,0.0,0.0,0.7157933819093145,0.0009809880629154844,0.0009809880629154844,0.0019548492232462503,0.0004904940314577422,6124.8,8050.1
GO:0140101,"catalytic activity, acting on a tRNA",0.15714285714285714,0.0662197588771943,0.047619047619047616,0.03293980408468746,0.047619047619047616,0.03293980408468746,0.8370558077602233,0.014769110714805814,0.011883293385389529,0.06392295818967658,0.008837535340758986,3444.28125,10127.765625
GO:0005272,sodium channel activity,0.41666666666666663,0.11545969972388367,0.16666666666666666,0.05939781998374564,0.03333333333333333,0.01815417925373527,0.9210320593198038,0.022492408129426756,0.02054729790443182,0.07707742585976239,0.01222779434612346,1670.5,5473.416666666667
GO:0004364,glutathione transferase activity,0.5,0.2438709381447332,0.3,0.20125514379439916,0.3,0.20125514379439916,0.8712524952416324,0.16749199645538076,0.16638357624626682,0.21713459320001668,0.13431009903326815,2864.3125,3541.5
GO:0051184,cofactor transmembrane transporter activity,0.1,0.02626495350371936,0.1,0.02626495350371936,0.0,0.0,0.8592518680094677,0.008649842677729277,0.008649842677729277,0.01619599581795978,0.004324921338864638,3033.7,11854.4
GO:0001221,transcription cofactor binding,0.03333333333333333,0.01815417925373527,0.03333333333333333,0.01815417925373527,0.03333333333333333,0.01815417925373527,0.8370226762634472,0.008022575821193648,0.007648313098915789,0.027979951125445473,0.004198702285486917,3568.8636363636365,5560.772727272727
GO:0070851,growth factor receptor binding,0.15476190476190474,0.06877306750631669,0.06190476190476191,0.03923993362201238,0.04523809523809523,0.03223837304869378,0.8831919871326217,0.017045456430157736,0.013034362163253951,0.06720800226961163,0.010562676757505707,2503.936507936508,5917.174603174603
GO:0003697,single-stranded DNA binding,0.26000000000000006,0.12525180751907963,0.11000000000000001,0.07816018072875822,0.05333333333333333,0.053976316656497804,0.8952228371235021,0.039511560126405804,0.032347377071994775,0.10595875267287531,0.031760003428900105,2303.8888888888887,7266.018518518518
GO:0030332,cyclin binding,0.13333333333333333,0.031125737936250286,0.0,0.0,0.0,0.0,0.7943456251161063,0.003981161964175424,0.0037427363396861785,0.014825011401242535,0.0021099238445889627,4239.16,8457.08
GO:0099604,ligand-gated calcium channel activity,0.2,0.053226705370878626,0.1,0.03143296232805727,0.0,0.0,0.8506824512534819,0.010747781005283853,0.010577661422535477,0.03605514534026641,0.0054590391503008,3537.470588235294,5681.470588235294
GO:0004550,nucleoside diphosphate kinase activity,0.7,0.1636424970485906,0.4,0.10407299290049225,0.1,0.03333333333333333,0.8701536176729938,0.04128627396072511,0.04128627396072511,0.07652413690843297,0.020643136980362554,2798.8,8957.1
GO:0005198,structural molecule activity,0.12111111111111113,0.06125342965548715,0.030000000000000006,0.025806248956200657,0.01,0.013886244387355456,0.8755160468512132,0.018562941450420332,0.010241910035346654,0.05654172944070827,0.013519903331328357,2678.2626262626263,4982.474747474747
GO:0098531,ligand-activated transcription factor activity,0.7833333333333333,0.25601671493161604,0.26666666666666666,0.13291863094767012,0.11666666666666665,0.08289531357007497,0.9844037833402993,0.08157922725657199,0.06904081113340849,0.16598547256857216,0.06396084387827941,304.9166666666667,3590.5833333333335
GO:0008017,microtubule binding,0.15833333333333333,0.0909813504350853,0.08472222222222223,0.06359671054188594,0.025,0.03260595412115671,0.8245465235411913,0.026225951289277565,0.02067799906176738,0.0802426618702309,0.022230112210314696,3813.404761904762,9284.869047619048
GO:0050661,NADP binding,0.0,0.0,0.0,0.0,0.0,0.0,0.5968031759297953,0.0005160654849808968,0.0004678282873712376,0.0017384635835379029,0.0002821545034846074,8685.15,5247.7
GO:0032183,SUMO binding,0.45,0.08586899717327653,0.15,0.03732471150257533,0.0,0.0,0.945776086149276,0.013577924517612836,0.01342429055922019,0.030858330798814743,0.006865897240165808,1111.3846153846155,7669.384615384615
GO:0001223,transcription coactivator binding,0.15,0.03696948750745171,0.1,0.02626495350371936,0.0,0.0,0.8699173783884143,0.01022727596986438,0.009971935506175679,0.021266436091764325,0.005241629957451534,2762.5384615384614,4363.153846153846
GO:0000030,mannosyltransferase activity,0.1,0.027023815442731976,0.1,0.027023815442731976,0.0,0.0,0.8573829086014018,0.010410443869984083,0.010215689628602696,0.019854009292387807,0.005302903053369877,3155.214285714286,12111.07142857143
GO:0038024,cargo receptor activity,0.13333333333333333,0.035040672109661566,0.05,0.013203406128629544,0.0,0.0,0.75987585523668,0.00558258168096129,0.005470786013469584,0.021951852743340126,0.0028472018948029155,5558.95652173913,5671.521739130435
GO:0048306,calcium-dependent protein binding,0.15,0.08451815521609707,0.1,0.0707625643271977,0.05,0.050322519134103696,0.8311149323790492,0.03810848390869927,0.034164785470040974,0.08297035383404987,0.033595991628308605,3636.4,6271.25
GO:0008514,organic anion transmembrane transporter activity,0.056666666666666664,0.04420267242987535,0.02,0.03391602052736161,0.02,0.03391602052736161,0.8122236691160513,0.022069562409613608,0.021242863252260418,0.04262879763588084,0.021448451423368098,4026.909090909091,10599.563636363637
GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.3,0.06365902400879374,0.1,0.023540891336663823,0.0,0.0,0.9380419645343979,0.012437494165819185,0.011990019646532124,0.025889969714842455,0.006443814822461138,1630.8666666666666,5498.466666666666
GO:0030742,GTP-dependent protein binding,0.25,0.04782255104694948,0.0,0.0,0.0,0.0,0.9710184282597595,0.006609052159120332,0.006276105525461477,0.017543809753757834,0.0034715913763861015,712.4285714285714,8904.214285714286
GO:0098960,postsynaptic neurotransmitter receptor activity,0.35,0.12562823753530955,0.1,0.07506416640794557,0.05,0.06131471927654584,0.9455079394558454,0.05830244162650292,0.057202522254379204,0.08961476208911244,0.05470554428662203,1190.8947368421052,1918.0
GO:0008374,O-acyltransferase activity,0.2,0.06557173723023887,0.06666666666666667,0.034322023611241176,0.03333333333333333,0.02346393630113782,0.8925519889750856,0.01856549482120842,0.01639033884903367,0.05430617319640567,0.010382049658622125,2315.0333333333333,10359.333333333334
GO:0005518,collagen binding,0.4333333333333333,0.14980620390134364,0.05,0.05585075862632192,0.05,0.05585075862632192,0.9179851462912195,0.044633250371424224,0.039141093947653915,0.09567121694718601,0.03759488661825909,1834.638888888889,4904.222222222223
GO:1901505,carbohydrate derivative transmembrane transporter activity,0.1,0.018003132665669264,0.0,0.0,0.0,0.0,0.7344325829658854,0.003222647769250455,0.003213229239765387,0.006352925812063473,0.0016160336514546042,6341.916666666667,12087.25
GO:0060590,ATPase regulator activity,0.16666666666666666,0.05737796037321312,0.13333333333333333,0.04750856334101762,0.05,0.02184074368181642,0.8012042970805858,0.01634971061936919,0.01586295825778447,0.05646093435736995,0.008419269476562156,4141.086956521739,7369.0
GO:0008143,poly(A) binding,0.05,0.010605588012990936,0.0,0.0,0.0,0.0,0.94675562775586,0.0030444587892500684,0.0029794401752713407,0.0076655668649214985,0.001554761396854006,1169.0,7212.5
GO:0004112,cyclic-nucleotide phosphodiesterase activity,1.0,0.31262890267060567,0.7,0.24184136776749748,0.5,0.17787731008868252,0.9993663540989693,0.11245946064443227,0.10047232202170439,0.2150629447181171,0.06257907542156123,15.866666666666667,4744.533333333334
GO:0015103,inorganic anion transmembrane transporter activity,0.016666666666666666,0.004544800270804104,0.0,0.0,0.0,0.0,0.7275382206096691,0.0015684282719590562,0.0009768220592357426,0.008407219211210014,0.0010802490976636217,5902.389830508475,8392.372881355932
GO:0032356,oxidized DNA binding,0.5,0.17537438051482082,0.4,0.15499487580577018,0.2,0.10616063116448507,0.9680326727618693,0.0926027077667544,0.0926027077667544,0.13998426886568588,0.0463013538833772,689.8,4430.2
GO:0005231,excitatory extracellular ligand-gated ion channel activity,0.1,0.027894294565112988,0.1,0.027894294565112988,0.0,0.0,0.8357311977715878,0.010298079936030711,0.01010300173738236,0.019789519686593045,0.005246717543356534,3734.6470588235293,3135.0588235294117
GO:0016247,channel regulator activity,0.08095238095238096,0.0272039539486206,0.016666666666666666,0.006785672242044201,0.0,0.0,0.798866846110391,0.004062825134431587,0.002944225781142193,0.02543650586479227,0.0025915339576367295,4293.629032258064,6587.354838709677
