disease_id,disease_name,gene_entrez_ids,splits
GO:0031398,positive regulation of protein ubiquitination,"854306,852611,850819,851431,851337,850923,851244,853422,854191,852881,853140,852762,854843,853439",0
GO:0045324,late endosome to vacuole transport,"852097,851074,852740,852101,851087,850577,853906,851731,850712,850840,854430,856862,855456,854053,855207,852394,850349,855983,856886,855739,856508,855101,850619,850878,851261,853825,856387,856389,854734,853589,856021,854876,850400,856035,853735,853991,855271,851431,853868,856303,854256,856062,855927,851960,853626,853884,853502",0
GO:0051099,positive regulation of binding,"853632,853154,856201,853355,854443,854834,856083,852697,851452,851005",0
GO:0006412,translation,"856067,856596,851990,850967,851478,851484,852014,854586,851515,851517,850509,854609,855122,856145,852564,856660,854614,853083,855651,854118,855658,854124,851052,855150,851058,854135,9164923,9164928,9164932,853128,9164945,851098,850590,850592,856737,853674,851122,853687,9164988,855232,853187,851160,852188,851169,856292,852198,854760,854258,852730,851195,852734,854794,853262,852242,855826,851730,850716,853809,850737,851259,850750,852804,850758,854359,854883,856433,854902,852353,854409,856461,850830,851344,855960,851369,856491,855985,852922,852419,850889,855512,851422,851427,856573,851966",0
GO:0045454,cell redox homeostasis,"852064,851713,853123,854692,852325,854980,856324,850732,856014,850799,851150,851955,854805,855669,852215,852312",0
GO:0000011,vacuole inheritance,"853123,855012,854504,850504,852394,852106,856702,850732,854256,852785,851923,850296,854201,855418,854876,856382",0
GO:0030148,sphingolipid biosynthetic process,"852481,852738,851087,854548,856739,853927,855342,851246,855344,851634,853045,851644,856386,855880,856018,852568,850400,852324,853348,853861,852456,852458,853866,856050,856828,850943",0
GO:0045991,carbon catabolite activation of transcription,"856065,852614,850442,853751,854540,850958,853264,854545,855828,855706,855323,856091,855970,851747,852260,851247,852541,855871,855625,852308,852053,851802,853356,852592,851572,854775",0
GO:0009144,purine nucleoside triphosphate metabolic process,"851983,853532,855857,851892,854584,851002,854077,856131,854600,854601,852554,853326,852177,853585,851922,856027,853853,852327,851560,854893",0
GO:0006575,cellular modified amino acid metabolic process,"850432,851713,853123,854661,854151,854411,853651,850838,852378,852124,853665,855457,855333,855465,856745,856748,850605,855855,854965,856766,853951,853183,851006,855034,853955,854856,856014,856910,851285,854105,854108,852317,853344,855009,855140,856932,852584,855530,850666,851437,856182,852474,853118",0
GO:0032273,positive regulation of protein polymerization,"853010,850450,853909,853528,855450,856736,853922,854822,853814,852535,852536,856514,853958,851782,851148,851532,851919,854353,852819,853719,855136,853729,851051,851579",0
