Disease ID,Disease Name,Recall-at-100,NDCG-at-100,Recall-at-25,NDCG-at-25,Recall-at-10,NDCG-at-10,AUROC,Mean Average Precision,MRR,Fmax,AUPRC,Ranks,Nodes
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",0.2188888888888889,0.11468548366659455,0.07666666666666666,0.06334374462286349,0.04333333333333333,0.047801740745337065,0.7525672641244637,0.02868814959202179,0.02120694579110307,0.08860829155194253,0.023133748845333472,1373.857142857143,2693.2417582417584
GO:0019904,protein domain specific binding,0.0,0.0,0.0,0.0,0.0,0.0,0.4552374177485328,0.0008913684533343012,0.0008913684533343012,0.0017766359242430557,0.0004456842266671506,3064.2,2645.0
GO:0004521,endoribonuclease activity,0.0,0.0,0.0,0.0,0.0,0.0,0.5213815006545282,0.0011289067474939745,0.0006964231973456178,0.0032214017464058387,0.0007931540689190596,2661.3548387096776,2992.1935483870966
GO:1901505,carbohydrate derivative transmembrane transporter activity,0.0,0.0,0.0,0.0,0.0,0.0,0.6831019754404698,0.0007617305181960177,0.0006872275958705539,0.0016860415150929454,0.0004181328270247765,1863.7142857142858,3413.0714285714284
GO:0008092,cytoskeletal protein binding,0.2261904761904762,0.10711871729187124,0.10476190476190475,0.06878374184802138,0.07619047619047618,0.054763657418032755,0.7678898611717007,0.030931906110268803,0.02093073839696521,0.11055142449549164,0.020900887803472455,1302.090909090909,2659.060606060606
GO:0015215,nucleotide transmembrane transporter activity,0.0,0.0,0.0,0.0,0.0,0.0,0.6479626334519574,0.0008493946237965058,0.0007109823789932137,0.0019148233209483872,0.0004939788471366176,1796.4615384615386,3467.3076923076924
GO:0032266,phosphatidylinositol-3-phosphate binding,0.06666666666666667,0.019798838435144593,0.03333333333333333,0.010235170428306553,0.0,0.0,0.6182619047619047,0.005378918858387138,0.0037136595250452965,0.017891639815244477,0.0035428163993925363,2190.3333333333335,2592.4848484848485
GO:0003697,single-stranded DNA binding,0.23000000000000004,0.09981347478545544,0.11333333333333333,0.06743534227330593,0.056666666666666664,0.04339347111440868,0.7710081825240399,0.026123022132905092,0.021787740579213268,0.09588027459071269,0.015311766616135383,1285.8653846153845,2584.173076923077
GO:0046872,metal ion binding,0.05,0.018202170276804534,0.025,0.009992090652113537,0.0,0.0,0.6439437186828918,0.004748322652486191,0.00394419680050872,0.02487801331767355,0.0027831112687098447,1990.3111111111111,2703.6
GO:0016891,"endoribonuclease activity, producing 5'-phosphomonoesters",0.0,0.0,0.0,0.0,0.0,0.0,0.4716117542297417,0.0005567681664087972,0.0004298059355481073,0.0012366706646724651,0.0003444477010173324,2808.777777777778,2813.8888888888887
GO:0140101,"catalytic activity, acting on a tRNA",0.05,0.025400606743079583,0.025,0.016746192321593648,0.0125,0.010893649261775589,0.6515813524221142,0.007363043400283617,0.005351291340262793,0.035280346425482716,0.004697672195928086,1938.975,2751.775
GO:1901682,sulfur compound transmembrane transporter activity,0.0,0.0,0.0,0.0,0.0,0.0,0.6034531861872553,0.0009182446329441199,0.0008136186267181581,0.0019082977545372827,0.000511467513885018,2291.6,2377.4666666666667
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",0.07619047619047618,0.029772350501385332,0.030952380952380953,0.015412833005473229,0.0,0.0,0.6771717742073473,0.00629514808439631,0.004422218373527933,0.03557237406813977,0.004086917838638745,1806.6268656716418,2589.820895522388
GO:0016791,phosphatase activity,0.04583333333333333,0.03904747387809179,0.0125,0.02529427027676571,0.0125,0.02529427027676571,0.43161582005811033,0.01563692089125949,0.014254189572193737,0.04129675689851488,0.014761817971511267,3152.431818181818,2913.6363636363635
GO:0016866,intramolecular transferase activity,0.0,0.0,0.0,0.0,0.0,0.0,0.5032713192095425,0.0006419895990786908,0.0005568787509626237,0.0014431838532775318,0.00036358340156141184,2832.125,2999.375
GO:0001047,core promoter binding,0.05,0.015693994437792992,0.05,0.015693994437792992,0.0,0.0,0.5768772241992882,0.004658256567206203,0.004626694056890387,0.01522738159496335,0.002344912862781438,2470.153846153846,3264.076923076923
GO:0001091,RNA polymerase II general transcription initiation factor binding,0.3,0.07375393220948394,0.2,0.05838774358049752,0.1,0.03562071871080222,0.5746043037524453,0.023220647939740744,0.023220647939740744,0.0411775424429507,0.011610323969870372,2393.0,2549.6
GO:0005342,organic acid transmembrane transporter activity,0.05333333333333333,0.016849960554683015,0.016666666666666666,0.006516188295518532,0.0,0.0,0.704323532926975,0.003782803689982405,0.002347710433714655,0.017221949535726016,0.002612372524177088,1646.4,2573.9454545454546
GO:0042393,histone binding,0.225,0.06824599755000879,0.075,0.030048971160337,0.025,0.013012668333070054,0.7427632755229752,0.012432491363478335,0.009819733811706413,0.050357602902304455,0.00754005356191387,1464.275,2891.675
GO:0019205,nucleobase-containing compound kinase activity,0.0,0.0,0.0,0.0,0.0,0.0,0.4514234875444839,0.0009677629008338214,0.000939644783856783,0.0020187821107224423,0.0004979431461770999,3383.846153846154,2736.076923076923
GO:0016741,"transferase activity, transferring one-carbon groups",0.08055555555555556,0.07295535063186472,0.05694444444444444,0.06520062229365055,0.034722222222222224,0.05429318571095308,0.603690261496844,0.028388998133549326,0.025471973737686088,0.07979967240424475,0.021227054640922567,2204.8522727272725,2532.715909090909
GO:0019789,SUMO transferase activity,0.1,0.03868528072345416,0.1,0.03868528072345416,0.1,0.03868528072345416,0.6881138790035588,0.021364934404516457,0.021210139016602226,0.03648687646765657,0.010760032561764266,1728.0,2482.0
GO:0043130,ubiquitin binding,0.1,0.029244159272910197,0.025,0.009550669086270785,0.0,0.0,0.6047899910634496,0.00415871341638886,0.0035301622481650973,0.021988011177439273,0.0023938539846801977,2179.684210526316,2569.0
GO:0008175,tRNA methyltransferase activity,0.0,0.0,0.0,0.0,0.0,0.0,0.6532641610260064,0.0013796489567055143,0.0012038635844518503,0.0033683034329059793,0.0007777558998798804,2039.2105263157894,2790.315789473684
GO:0015171,amino acid transmembrane transporter activity,0.03333333333333333,0.016716045496620226,0.03333333333333333,0.016716045496620226,0.03333333333333333,0.016716045496620226,0.6528596084032614,0.006867930503730635,0.006361293014067617,0.025612265435281223,0.003690332507708313,1923.1875,2532.4375
GO:0031369,translation initiation factor binding,0.2,0.03695922185405496,0.0,0.0,0.0,0.0,0.4794054823780705,0.003564243490877321,0.003508164647402929,0.009803289383839738,0.0018101676519162314,2998.5333333333333,3368.6666666666665
GO:0019901,protein kinase binding,0.0,0.0,0.0,0.0,0.0,0.0,0.5579228170016005,0.0011743789667734907,0.0011743789667734907,0.0023435868930237734,0.0005871894833867454,2486.8,2927.4
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",0.0,0.0,0.0,0.0,0.0,0.0,0.580081806864663,0.0005410389576246271,0.0005410389576246271,0.0010813519999763337,0.00027051947881231357,2362.2,2807.9
GO:0060590,ATPase regulator activity,0.0,0.0,0.0,0.0,0.0,0.0,0.44654475170978286,0.0009962741873956829,0.0007480578806897364,0.0034755051313274735,0.0006222872372158254,3112.3928571428573,2663.1785714285716
GO:0017137,Rab GTPase binding,0.15,0.1108092598104139,0.1,0.1,0.1,0.1,0.6665301762506677,0.10231233448515634,0.10217239206639284,0.10677543600695409,0.10122617505519178,1724.875,2319.875
GO:0051010,microtubule plus-end binding,0.25,0.0520518434568755,0.05,0.014186890186599415,0.0,0.0,0.6584133760227677,0.008979380026607104,0.008969134124967758,0.02188665575220588,0.0044948140141233914,1969.4545454545455,2493.909090909091
GO:0070491,repressing transcription factor binding,0.15,0.04430445452297307,0.05,0.023719771276929622,0.05,0.023719771276929622,0.6151326330781556,0.014214557888686382,0.014088517428781148,0.036992268085007954,0.007170334194035758,2240.1875,2582.5
GO:0004519,endonuclease activity,0.056666666666666664,0.028509341922716126,0.04,0.023386470445736624,0.04,0.023386470445736624,0.5790394721127433,0.008205398651364137,0.007276572790473895,0.04205244756022637,0.004575617798344073,2350.4117647058824,2945.0
GO:0140030,modification-dependent protein binding,0.15,0.03146522421511052,0.0,0.0,0.0,0.0,0.7287088156723064,0.004224128945354981,0.003768081908901685,0.012194609115183119,0.0023408735091863075,1543.7222222222222,3303.6666666666665
GO:0051219,phosphoprotein binding,0.1,0.02890648263178879,0.1,0.02890648263178879,0.1,0.02890648263178879,0.3687388829598008,0.011133298318586242,0.011124286061917172,0.020584903983633655,0.005571156099981781,3503.7272727272725,2508.0
GO:0004222,metalloendopeptidase activity,0.0,0.0,0.0,0.0,0.0,0.0,0.6407845579078455,0.000992941140677651,0.000898147951069258,0.0024235382656025346,0.0005440333017250863,1809.1666666666667,2585.75
GO:0035251,UDP-glucosyltransferase activity,0.3,0.07905523090807658,0.1,0.0430676558073393,0.1,0.0430676558073393,0.7702366127023661,0.031162580293142377,0.031129532743545123,0.05217595607772616,0.01559782033575995,1441.3333333333333,2252.4166666666665
GO:0004659,prenyltransferase activity,0.0,0.0,0.0,0.0,0.0,0.0,0.5848665480427047,0.0011297261740490928,0.0010921505980522185,0.002588597433125693,0.0005836556768039465,2481.076923076923,3082.3076923076924
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0,0.0,0.0,0.0,0.0,0.0,0.49760500446827527,0.0010114624794303857,0.0005887748902528943,0.0030130266877393254,0.0007171603594297683,2827.5,2578.6315789473683
GO:0008409,5'-3' exonuclease activity,0.0,0.0,0.0,0.0,0.0,0.0,0.4764204994468153,0.000591582720542003,0.000591582720542003,0.00118186527739214,0.0002957913602710015,2945.6666666666665,2731.222222222222
GO:0016278,lysine N-methyltransferase activity,0.1,0.052872170910053584,0.1,0.052872170910053584,0.05,0.03868528072345416,0.7309990496555001,0.02961721208613439,0.029028233456039963,0.06373948640811974,0.015103874785130639,1501.952380952381,2496.5714285714284
GO:0017025,TBP-class protein binding,0.1,0.01905514124267734,0.0,0.0,0.0,0.0,0.6715518775582844,0.004370345846068992,0.0042676820603179625,0.008701740722692128,0.0022365465175058557,1940.7857142857142,3073.785714285714
GO:0018024,histone-lysine N-methyltransferase activity,0.3,0.225,0.3,0.225,0.2,0.2,0.8695714031655701,0.20772148022376458,0.20772148022376458,0.2146036623704067,0.2038607401118823,734.4,2275.4
GO:0005484,SNAP receptor activity,0.3333333333333333,0.14292026317802936,0.2333333333333333,0.11752953350123982,0.13333333333333333,0.08749681961546235,0.7908988296797956,0.06381270307990666,0.05984369700130564,0.14284010459220092,0.033985489690051975,1242.0454545454545,2480.1363636363635
GO:0005548,phospholipid transporter activity,0.4,0.1871071075622741,0.2,0.15,0.2,0.15,0.7568848959259917,0.13913120678474897,0.1390904401747447,0.16197806922952024,0.11958599508100916,1370.75,2629.6666666666665
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism",0.15,0.0324745577803194,0.05,0.013554521828632395,0.0,0.0,0.8260453736654805,0.005942659396946366,0.006289845623400144,0.016407608713871195,0.003006469005422491,1109.5384615384614,2475.3076923076924
GO:0000049,tRNA binding,0.05,0.03065735963827292,0.05,0.03065735963827292,0.05,0.03065735963827292,0.5044353402208763,0.017766019036809383,0.017627641714619606,0.043252898226444715,0.008952227714760178,2750.0526315789475,2736.0
GO:0061630,ubiquitin protein ligase activity,0.3333333333333333,0.17508930975746922,0.13333333333333333,0.1343614067036606,0.1,0.12262943855309168,0.7660666547852433,0.10749338882914994,0.10644698619392592,0.1589434554163451,0.10427309539497098,1281.0454545454545,1903.909090909091
GO:0003688,DNA replication origin binding,0.35,0.1724113012692313,0.13333333333333333,0.11655542658466192,0.06666666666666667,0.09385574520455128,0.6994821428571429,0.07966268280897684,0.07654691971900503,0.14155335800643137,0.07475036433962758,1720.909090909091,2658.7272727272725
GO:0030674,"protein binding, bridging",0.05714285714285714,0.021670019288905808,0.02857142857142857,0.013112226540967562,0.0,0.0,0.569243142240715,0.0043084579541852065,0.0028993382464212137,0.025832057656789514,0.002860338508256343,2392.2676056338028,2641.8591549295775
GO:0031625,ubiquitin protein ligase binding,0.1,0.025,0.1,0.025,0.0,0.0,0.7843772241992883,0.008541252549475936,0.00836271211557072,0.01664821569085435,0.004360123343985829,1307.6153846153845,2705.3846153846152
GO:0005543,phospholipid binding,0.10972222222222223,0.06547943226366831,0.0375,0.039578236762172335,0.025,0.03372569370235429,0.6546451451451453,0.021121240324757404,0.017505497612885904,0.05703136019804529,0.018643371665275976,1932.1084337349398,2597.6987951807228
GO:0043022,ribosome binding,0.05,0.009468382219586766,0.0,0.0,0.0,0.0,0.5227153891859774,0.001472176273677005,0.0012394848700236368,0.00462300193712659,0.0008525858595869242,2752.9565217391305,2706.0434782608695
GO:0015293,symporter activity,0.0,0.0,0.0,0.0,0.0,0.0,0.6964666666666668,0.0007320461343909303,0.0007320461343909303,0.0014628486457911665,0.00036602306719546516,1708.375,2249.375
GO:0015036,disulfide oxidoreductase activity,0.1,0.025190508586339682,0.05,0.01395953738647505,0.0,0.0,0.7318254674977738,0.005853459739916494,0.005294586762303285,0.017226076228917066,0.0032071088927011944,1578.1666666666667,2381.277777777778
GO:0003678,DNA helicase activity,0.13333333333333333,0.10178994505549958,0.08333333333333333,0.0884501074592586,0.05,0.07807600999842033,0.7857795843011136,0.056398261941179605,0.05438144802397178,0.0991635223841661,0.05421434443193788,1161.5,2780.25
GO:0051184,cofactor transmembrane transporter activity,0.0,0.0,0.0,0.0,0.0,0.0,0.629227912122649,0.0009931981993699423,0.0009931981993699423,0.001982601626497953,0.0004965990996849711,2086.222222222222,3787.0
GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",0.06666666666666668,0.02584773060753002,0.01111111111111111,0.006351827548012591,0.0,0.0,0.6494146771704052,0.005607719021145699,0.003002284698894628,0.030033317708460638,0.004111369275387613,1948.2888888888888,2847.3555555555554
GO:0005353,fructose transmembrane transporter activity,0.1111111111111111,0.021022262168541115,0.0,0.0,0.0,0.0,0.8211237553342817,0.0035375124832178135,0.0037273079902375448,0.007322613118388392,0.0017687562416089067,1006.1111111111111,3206.0
GO:0022804,active transmembrane transporter activity,0.026785714285714284,0.008051840936805957,0.0,0.0,0.0,0.0,0.6605255973792394,0.003550897642484581,0.0015477624841676164,0.01408966228576484,0.0027796515711631586,1889.013698630137,2645.6164383561645
GO:0001135,RNA polymerase II transcription regulator recruiting activity,0.2,0.12825318293721988,0.15,0.11656957657652296,0.1,0.1,0.6012993948024208,0.10717920428531127,0.10711119709543007,0.12260439877153828,0.10362361690024999,2569.4,2817.4666666666667
GO:0016667,"oxidoreductase activity, acting on a sulfur group of donors",0.09166666666666665,0.027323731935908386,0.05833333333333333,0.019411077921532547,0.0,0.0,0.7003198262525289,0.005439753516106474,0.004745807028778313,0.024776341121881394,0.0030708711257205652,1700.3548387096773,2552.3870967741937
GO:0043021,ribonucleoprotein complex binding,0.075,0.02098892183367946,0.0,0.0,0.0,0.0,0.5337884340364677,0.0028163202275368403,0.00229708707227179,0.01486255755873577,0.0016680595216880371,2618.153846153846,3030.6923076923076
GO:0051015,actin filament binding,0.15,0.10177825608059991,0.15,0.10177825608059991,0.15,0.10177825608059991,0.7157407407407408,0.07638805149979375,0.07625415870465177,0.12086386708086798,0.03826100335422607,1719.8235294117646,2783.6470588235293
