Disease ID,Disease Name,Recall-at-25,Ranks,Mean Average Precision,Nodes,AUROC,Recall-at-100
C0240896,Fundus coloboma,0.0,6603.833333333333,0.0006280076970699989,10261.888888888889,0.6709190305956636,0.0
C0040264,Tinnitus,0.1,5535.555555555556,0.008806291239126459,6755.222222222223,0.707618738102976,0.1
C1836047,Long face,0.04107142857142857,5398.521126760564,0.005778391096854613,7773.760563380281,0.7451699445486099,0.06964285714285715
C1837482,Thoracic hypoplasia,0.0,6885.714285714285,0.0002731463664063855,5693.357142857143,0.6374959383558464,0.0
C0017638,Glioma,0.04107142857142857,3796.4246575342468,0.026956288963436142,4758.58904109589,0.8244718661063383,0.11071428571428572
C1867955,Increased incidence of hepatocellular carcinoma,0.06666666666666667,5103.0,0.030234466054374104,4994.307692307692,0.7567739538340067,0.11666666666666665
C0027066,Myoclonus,0.0,5694.8133333333335,0.002686321885301177,5328.666666666667,0.7340720470294066,0.04285714285714286
C0040053,Thrombosis,0.29,2166.9772727272725,0.10758599416965028,4242.522727272727,0.9037706270627062,0.40499999999999997
C0025286,Meningioma,0.1,3592.913043478261,0.030727278482167136,4197.0,0.8284302343580693,0.26666666666666666
C4280495,Concave bridge of nose,0.03552631578947369,3847.045918367347,0.016435799055076836,6124.6122448979595,0.8194561411721806,0.09631578947368422
C4280595,Cranial defect,0.1,2571.4,0.013245621917036302,5906.9,0.8807072910381955,0.3
C0016059,Fibrosis,0.12,2603.5365853658536,0.033269949584545135,4274.09756097561,0.8798108384458079,0.19
C0018843,Heat Stroke,0.25,445.6923076923077,0.03523855663193226,3457.923076923077,0.9757287411808392,0.55
C0038271,Stereotyped Behavior,0.05833333333333333,4855.736842105263,0.005988921503066768,7079.1578947368425,0.7685980993540592,0.08333333333333333
C0240063,Coloboma of iris,0.075,4984.763157894737,0.027817256752085497,8356.052631578947,0.7611961135120902,0.075
C1837066,Recurrent viral infections,0.3,2708.9333333333334,0.134293251911546,5173.0,0.8691625661498469,0.3
C0037772,Spastic Paraplegia,0.095,4591.731707317073,0.07918040282852562,8777.243902439024,0.7834380228667037,0.145
C0857973,Increased serum parathyroid hormone,0.0,3689.846153846154,0.0012925585717727761,3720.6153846153848,0.7840837356108429,0.0
C1856661,Cloudy cornea,0.15833333333333333,5656.78125,0.05950803660410583,5175.875,0.7305123886953154,0.19166666666666665
C0220697,"POLYDACTYLY, POSTAXIAL",0.1,3881.0833333333335,0.005607550981997249,8497.083333333334,0.8130424692504062,0.15
C1842876,Depressed nasal ridge,0.0,4381.8125,0.0025302819545208093,5889.708333333333,0.79180622065182,0.025
C0596263,Carcinogenesis,0.2222222222222222,2175.1111111111113,0.01351586558412416,4660.111111111111,0.8990831837963823,0.2222222222222222
C0025323,Menorrhagia,0.35,1565.2941176470588,0.09192168731058381,5138.64705882353,0.9380919220055711,0.7
C0427065,Distal muscle weakness,0.06190476190476189,4241.951612903225,0.006692784913871109,6373.4838709677415,0.8011805624785386,0.07857142857142856
C0032209,Platybasia,0.2,5121.384615384615,0.11457148366104955,5135.076923076923,0.7471674248050502,0.2
C0030312,Pancytopenia,0.05833333333333333,3884.6857142857143,0.007845242236123826,5286.714285714285,0.8125356224638354,0.10833333333333332
C1839798,Long nose,0.0,7680.733333333334,0.00031121830362030055,8694.8,0.6445281310927491,0.0
C1837485,Flat acetabular roof,0.1111111111111111,4527.111111111111,0.014378840669482707,4858.555555555556,0.7769759503331064,0.2222222222222222
C0025149,Medulloblastoma,0.08,2379.705882352941,0.017893894174398996,6344.294117647059,0.8889933041941784,0.21666666666666665
C4048273,Chorioretinal atrophy,0.2,10100.3,0.05003926697345207,5245.6,0.42306585603564306,0.2
C0151891,Retinal depigmentation,0.25,5401.75,0.012431191851498888,6202.083333333333,0.694562543513576,0.3
C4024780,Almond-shaped eyes,0.4333333333333334,2379.4347826086955,0.1437051748681086,6452.391304347826,0.8936642828395407,0.6333333333333333
C0265965,Dyskeratosis Congenita,0.55,2229.3333333333335,0.2689899174668007,10884.25,0.9222232536551405,0.55
C0266294,Unilateral agenesis of kidney,0.0,5416.8,0.001380100232329668,9022.3,0.7566165204067419,0.0
C1835473,Diaphyseal thickening,0.15,6885.833333333333,0.03269065628332137,5534.0,0.6498073799025296,0.15
C0520679,"Sleep Apnea, Obstructive",0.4,3570.1,0.022299962813967657,4262.9,0.8343574511532929,0.4
C0497156,Lymphadenopathy,0.047619047619047616,3577.190476190476,0.023698263246947862,5014.0317460317465,0.8351490116843239,0.10952380952380954
C4025814,Abnormality of the metaphyses,0.04,3930.8297872340427,0.007324427544229744,5930.829787234043,0.8177821943282193,0.085
C0014457,Eosinophilia,0.06666666666666667,3581.5714285714284,0.0250951001663212,5229.928571428572,0.8408000061931966,0.15
C1445953,Poor eye contact,0.0,5977.833333333333,0.0009304492133012694,5233.916666666667,0.7224947783708517,0.0
C0241442,Protrusion of tongue,0.0,6306.090909090909,0.0003391444552312026,6076.818181818182,0.6777800983941334,0.0
C0685381,Congenital hypoplasia of radius,0.0,5213.391304347826,0.0007686712232391358,5319.695652173913,0.7492453794000186,0.0
C0085636,Photophobia,0.0590909090909091,3757.2327586206898,0.018235264239878476,6113.939655172414,0.8249270372678795,0.12878787878787878
C3887709,Optic Neuropathy,0.2,2293.1666666666665,0.050421820937601725,3878.1666666666665,0.8726456254351357,0.6
C4021664,Abnormality of the abdominal wall,0.2,4930.7,0.01460593565909186,4816.7,0.7712117696199007,0.2
C3203358,Hypoventilation,0.0,7608.5,0.0002447627023537364,6659.75,0.6670640168917351,0.0
C0018681,Headache,0.05,4891.216216216216,0.003909233253922167,6289.4324324324325,0.7700848048327138,0.05
C0239174,Late tooth eruption,0.03666666666666667,3976.5344827586205,0.006187548660921659,6598.568965517241,0.815759415166597,0.10333333333333332
C0017658,Glomerulonephritis,0.2,925.09375,0.04305704987387022,4164.125,0.9571165311653116,0.31666666666666665
C0432103,Submucous cleft of hard palate,0.0,7396.727272727273,0.0002945578445677039,7665.909090909091,0.6214494569757727,0.0
C1328931,Multiple lentigines,0.5,222.4,0.0750925313729902,4188.4,0.9897247876734581,0.6
C0021368,Inflammation,0.01818181818181818,2806.6964285714284,0.011017441831969316,4633.205357142857,0.8697086980789475,0.1431818181818182
C0001973,"Alcoholic Intoxication, Chronic",0.03994708994708994,5246.214545454545,0.01392454561601226,5929.210909090909,0.7542599280311901,0.08306878306878307
C0037317,Sleep disturbances,0.08333333333333333,3619.1944444444443,0.022889349379946976,6315.194444444444,0.8340001239099795,0.21666666666666665
C0262374,Stricture of anus,0.15,5381.153846153846,0.03333186638535275,10183.461538461539,0.7539013182324545,0.15
C0015393,Eye Abnormalities,0.0,4377.878787878788,0.0015669477568535876,6649.848484848485,0.7965991451403085,0.0
C0020621,Hypokalemia,0.0,5405.53125,0.0013900676312708757,5093.28125,0.7431492450638792,0.0
C0277828,Late fontanel closure,0.06666666666666667,2470.4285714285716,0.05323722311999537,6846.571428571428,0.8822975211729913,0.11666666666666665
C0022821,Kyphosis deformity of spine,0.06136363636363636,3618.3508771929824,0.026151301324917088,5462.929824561404,0.8312514926817963,0.11439393939393938
C0020443,Hypercholesterolemia,0.075,3096.1052631578946,0.018728505860844603,5746.684210526316,0.8562096287002184,0.15
C2315100,Pediatric failure to thrive,0.008333333333333333,4277.0941828254845,0.01307271554660835,5912.595567867036,0.7990178327034337,0.06944444444444445
C0428977,Bradycardia,0.175,4903.742857142857,0.05194167071933618,3881.0857142857144,0.7757951166248491,0.30833333333333335
C0162316,Iron deficiency anemia,0.0,4155.2,0.00192549475470077,4921.2,0.807205179375319,0.1
C1855285,Protruding ears,0.0,4535.517857142857,0.003622087519137271,6581.785714285715,0.7866323271785809,0.05333333333333333
C0085633,Mood swings,0.04107142857142857,4252.8133333333335,0.006387755559404344,6939.266666666666,0.8028445741950071,0.06785714285714287
C0234144,Dysgraphia,0.15,2827.9375,0.07674980587869186,8121.4375,0.8904681769648576,0.15
C0730292,Macular dystrophy,0.0,8021.833333333333,4.9076624510904926e-05,8060.666666666667,0.4963072092555643,0.0
C0028960,Oligospermia,0.0,10543.25,0.0003915833117742064,8705.75,0.5113109883478019,0.0
C0520927,Decreased fertility,0.1,4210.575757575758,0.018054962494496483,7014.151515151515,0.7940012699002663,0.19166666666666665
C0699743,Congenital muscular dystrophy (disorder),0.15,5635.642857142857,0.011882031066524745,7142.357142857143,0.7188936081325721,0.3
C0010417,Cryptorchidism,0.016,3864.3696498054474,0.017959374904079627,6333.31906614786,0.8191186890574216,0.05476923076923077
C1861869,Underdeveloped supraorbital ridges,0.31666666666666665,2411.189189189189,0.1610326555117812,5872.135135135135,0.8850824814126395,0.425
C4024890,Excessive wrinkled skin,0.25,4642.5625,0.015897485330408044,5026.6875,0.8228448075762499,0.25
C0020676,Hypothyroidism,0.0,4736.708333333333,0.0033326772336619266,6551.791666666667,0.7808875354502767,0.06000000000000001
C1865200,Delayed epiphyseal ossification,0.3333333333333333,3577.777777777778,0.030156023794825668,3349.5555555555557,0.8340088278365614,0.3333333333333333
C1168401,Squamous cell carcinoma of the head and neck,0.06666666666666667,3540.7586206896553,0.046256412633109006,5064.413793103448,0.8390661773813948,0.2333333333333333
