Disease ID,Disease Name,Recall-at-100,NDCG-at-100,Recall-at-25,NDCG-at-25,Recall-at-10,NDCG-at-10,AUROC,Mean Average Precision,MRR,Fmax,AUPRC,Ranks,Nodes
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",0.2066666666666667,0.07821726120890778,0.0,0.0,0.0,0.0,0.7230650236466752,0.01245294682379754,0.005893603755627097,0.056778981108903434,0.010838364301321757,1736.956043956044,3054.912087912088
GO:0019904,protein domain specific binding,0.0,0.0,0.0,0.0,0.0,0.0,0.7463532954165273,0.0017474303768441842,0.0018554240035938262,0.003701133063685986,0.0008737151884220921,1384.8,3150.9
GO:0004521,endoribonuclease activity,0.5,0.22396768651779525,0.4416666666666666,0.20811055595414998,0.35,0.17418041657717756,0.7686548258873586,0.08859847878455354,0.06143418150659361,0.2390127632739826,0.06127425846379723,1233.9411764705883,2992.4411764705883
GO:1901505,carbohydrate derivative transmembrane transporter activity,0.1,0.026992564808521385,0.05,0.016569576576522953,0.0,0.0,0.5361143670462156,0.005248484348693709,0.006875555662961347,0.022626416692193042,0.003017920335266395,2783.375,2897.75
GO:0008092,cytoskeletal protein binding,0.5,0.3266637083071661,0.2785714285714286,0.2542432816692809,0.17619047619047618,0.20902633182767155,0.9033144305019306,0.1318267340086102,0.10190970475669767,0.21385047137134422,0.123379199345192,575.6029411764706,3099.6176470588234
GO:0015215,nucleotide transmembrane transporter activity,0.2,0.049639503381881334,0.05,0.01934264036172708,0.05,0.01934264036172708,0.5868619246861926,0.010377267374930993,0.010363438991056247,0.02462916083545545,0.006188633687465496,2571.3846153846152,3150.076923076923
GO:0032266,phosphatidylinositol-3-phosphate binding,0.09166666666666665,0.024345747141935693,0.025,0.008754031530847717,0.0,0.0,0.7200356842989085,0.005737846600903328,0.004450245572969329,0.023306361142824885,0.00396956085162619,1870.5151515151515,2755.4242424242425
GO:0003697,single-stranded DNA binding,0.13666666666666666,0.04422820135286816,0.03666666666666667,0.01480041409496379,0.0,0.0,0.833415318957772,0.010151170585872027,0.006062836455915543,0.036450549165545056,0.007369457496522734,1019.3461538461538,3138.596153846154
GO:0046872,metal ion binding,0.165,0.058326767031416725,0.085,0.033289554922135436,0.0,0.0,0.6076763171183303,0.009380058957597064,0.007742359227382171,0.05433549721226908,0.006073924443900068,2261.7659574468084,2754.3829787234044
GO:0016891,"endoribonuclease activity, producing 5'-phosphomonoesters",0.65,0.33584806683954965,0.65,0.33584806683954965,0.6,0.3187447584327778,0.8198852211796247,0.19004149535556575,0.15724896745432346,0.3471765091277287,0.14081470394552945,746.8,2627.8
GO:0140101,"catalytic activity, acting on a tRNA",0.24305555555555552,0.08158021421833814,0.0,0.0,0.0,0.0,0.6754252060749775,0.01151064059219634,0.004997218491755483,0.05421514641280593,0.010024783864855353,2021.5714285714287,3016.345238095238
GO:1901682,sulfur compound transmembrane transporter activity,0.2,0.04262592194495447,0.1,0.027023815442731976,0.0,0.0,0.5860287962497908,0.009741391150187706,0.009766077656400992,0.018420872269481286,0.004870695575093853,3410.6666666666665,3466.4
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",0.09047619047619046,0.039201674084200555,0.04523809523809523,0.02490436338276113,0.030952380952380953,0.018032455059903855,0.6065699404761905,0.006809783160067672,0.006660273803817782,0.050716793424329644,0.004749753244712497,2284.470588235294,3001.0882352941176
GO:0016791,phosphatase activity,0.11388888888888889,0.056818261789453095,0.04583333333333333,0.0322344446562692,0.02361111111111111,0.02048198678553237,0.5976822813659565,0.01196841215095513,0.00975730209341032,0.06046092020179119,0.007847011863241176,2294.5842696629215,3091.38202247191
GO:0016866,intramolecular transferase activity,0.0,0.0,0.0,0.0,0.0,0.0,0.47410818958298445,0.00028462250701947556,0.00037597001170458754,0.0011152281642567623,0.00014231125350973778,3237.764705882353,3096.294117647059
GO:0001047,core promoter binding,0.65,0.28132714950195753,0.3,0.21070389478024162,0.3,0.21070389478024162,0.9372008368200838,0.1729166049104958,0.17425266311524595,0.24067180904833202,0.1380121657221256,341.38461538461536,2931.5384615384614
GO:0001091,RNA polymerase II general transcription initiation factor binding,0.6,0.1296382193964249,0.3,0.075693075972502,0.0,0.0,0.8864084978253597,0.028773317334023163,0.029001687378548524,0.054715753058391305,0.014386658667011581,958.0,3654.1
