Disease ID,Disease Name,Recall-at-25,Ranks,Mean Average Precision,Nodes,AUROC,Recall-at-100
C0400966,Non-alcoholic Fatty Liver Disease,0.0,4873.2,0.001162979730227014,6052.9,0.7724473671980293,0.0
C0023015,Language Disorders,0.0,3491.153846153846,0.002842812456780068,8792.23076923077,0.853021722985518,0.0
C4021395,Abnormality of the antihelix,0.2,5328.6,0.20018409018399588,5476.1,0.7220401912099133,0.2
C0033687,Proteinuria,0.016666666666666666,4494.151260504202,0.005843142814595173,5503.142857142857,0.7898269180752389,0.041666666666666664
C4025669,Decreased circulating ACTH level,0.0,1867.4166666666667,0.0009415963286170936,5162.5,0.9104548619169182,0.0
C1857486,"Low-set, posteriorly rotated ears",0.08181818181818182,4063.5454545454545,0.01781395688680562,6490.054545454545,0.8102093109017154,0.21818181818181817
C0085159,Seasonal Affective Disorder,0.05,3339.4375,0.009463852872961646,7743.8125,0.8817151014344737,0.4
C0235659,Reduced fetal movement,0.04,4551.153846153846,0.017488751852114213,6269.557692307692,0.7861157095249166,0.1
C1836735,hypopigmented skin patch,0.13333333333333333,2105.3166666666666,0.03371775563948369,5649.65,0.900965638616241,0.2833333333333333
C0033860,Psoriasis,0.03666666666666667,5843.7962962962965,0.007657915259676754,7820.981481481482,0.7301129299787628,0.13
C4021800,Enamel abnormalities,0.06666666666666667,3171.9,0.07319891392589314,6598.9,0.8505373097350614,0.23333333333333334
C1837249,"Malformations of Cortical Development, Group II",0.4,3103.064516129032,0.31651164951331634,6751.096774193548,0.8630309470717581,0.4333333333333333
C0004096,Asthma,0.01111111111111111,5641.255102040816,0.006662136027289702,5280.918367346939,0.7354631312425245,0.03222222222222222
C0266617,Congenital anomaly of face,0.02,3445.754385964912,0.005826911042800375,4499.824561403509,0.8358117829457365,0.11000000000000001
C0027796,Neuralgia,0.0,4662.076923076923,0.0009405271065114915,3979.0,0.8122539918306722,0.0
C0344482,Hypoplasia of corpus callosum,0.03333333333333333,5270.222222222223,0.004194537371963952,8692.58888888889,0.7552429310103881,0.05555555555555556
C0023904,"Liver Neoplasms, Experimental",0.0,3137.8490566037735,0.004008797137000677,5632.8490566037735,0.8553166852678572,0.04
C0409338,Flexion contracture - elbow,0.0,4534.580645161291,0.002638592256542736,5329.290322580645,0.7839264145684288,0.025
C0685695,Abnormal lung lobation,0.1111111111111111,5779.0,0.021090266004963148,4626.444444444444,0.7318544644514573,0.2222222222222222
C0234860,Weak cry,0.05,6239.529411764706,0.005684632423230548,6221.294117647059,0.7093396007428041,0.15
C0263454,Chloracne,0.125,4907.848484848485,0.014924857838709185,6277.606060606061,0.7598798627888249,0.15
C0087012,"Ataxia, Spinocerebellar",0.0,3483.5,0.0014834095731754283,7900.75,0.8562972935332622,0.0
C0027643,"Neoplasm Recurrence, Local",0.03333333333333333,3345.064516129032,0.005793362917070892,5264.548387096775,0.853356406206448,0.16666666666666666
C0024301,"Lymphoma, Follicular",0.0,4814.555555555556,0.0010844276691600431,4902.222222222223,0.7687833697014718,0.05
C4025846,Abnormality of vision,0.075,6171.710526315789,0.012793880899359214,4920.921052631579,0.7062042071347802,0.15
C0156273,Bladder Diverticulum,0.3,1930.4,0.03656880856346277,6543.5,0.9104562120016709,0.5
C0023264,Leigh Disease,0.20833333333333331,2830.8285714285716,0.07621814082281199,7688.771428571428,0.8801065963510208,0.575
C0344232,Blurred vision,0.2,3995.5,0.02965293532023914,3562.8333333333335,0.819905752356191,0.5
C0158761,Radioulnar Synostosis,0.06666666666666667,2849.6666666666665,0.008788646406127216,7506.916666666667,0.8783618941469682,0.18333333333333332
C0023530,Leukopenia,0.21666666666666665,3280.1388888888887,0.10865147207703627,5335.777777777777,0.8399793612440561,0.325
C0013132,Drooling,0.0,4694.037037037037,0.0034757629907275567,7153.0,0.7761131754141507,0.06666666666666667
C1835884,Triangular face,0.016666666666666666,3469.3793103448274,0.004887904948982323,6375.982758620689,0.8383366668217128,0.10333333333333332
C0037769,West Syndrome,0.05,7216.5,0.0046479391522669476,7961.388888888889,0.6592413761084545,0.1
C1857206,Laterally sparse eyebrows,0.1,3254.6363636363635,0.01714982613439387,6155.181818181818,0.8529866332497911,0.2
C0006267,Bronchiectasis,0.075,6219.725,0.0099840107850055,6414.825,0.7132900729655621,0.15
C0002170,Alopecia,0.04444444444444444,4047.2134831460676,0.014630186589519093,5615.808988764045,0.8116717646937042,0.12222222222222223
C0002171,Alopecia Areata,0.1,4840.2,0.007434451900682766,8581.9,0.7684851719496913,0.2
C0266387,Bicornuate uterus,0.0,7339.272727272727,0.00021288580336097928,8411.727272727272,0.6229578576069804,0.0
C2931822,Nasopharyngeal carcinoma,0.0,3507.6470588235293,0.006214956933656918,3845.705882352941,0.8409052924791087,0.2
C3887499,Renal cyst,0.06666666666666667,3094.233333333333,0.005487414835076208,6116.666666666667,0.8563555844598257,0.13333333333333333
C0424551,Impaired exercise tolerance,0.1,2413.6341463414633,0.018609166567534217,7457.951219512195,0.8879150399702548,0.33999999999999997
